#epsp #epsq #p #q #epsev #epses #Tg #pd #qd #e #t 
0.00000e+00 4.83000e-02 5.72789e+01 4.15079e+01 3.65534e-02 1.32208e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2415.00000000 
0.00000e+00 4.84000e-02 5.72822e+01 4.15221e+01 3.65526e-02 1.32256e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2420.00000000 
0.00000e+00 4.85000e-02 5.72855e+01 4.15362e+01 3.65518e-02 1.32304e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2425.00000000 
0.00000e+00 4.86000e-02 5.72888e+01 4.15503e+01 3.65511e-02 1.32352e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2430.00000000 
0.00000e+00 4.87000e-02 5.72922e+01 4.15643e+01 3.65504e-02 1.32399e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2435.00000000 
0.00000e+00 4.88000e-02 5.72957e+01 4.15782e+01 3.65497e-02 1.32446e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2440.00000000 
0.00000e+00 4.89000e-02 5.72992e+01 4.15921e+01 3.65490e-02 1.32492e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2445.00000000 
0.00000e+00 4.90000e-02 5.73027e+01 4.16059e+01 3.65484e-02 1.32539e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2450.00000000 
0.00000e+00 4.91000e-02 5.73064e+01 4.16197e+01 3.65478e-02 1.32585e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2455.00000000 
0.00000e+00 4.92000e-02 5.73100e+01 4.16334e+01 3.65472e-02 1.32630e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2460.00000000 
0.00000e+00 4.93000e-02 5.73137e+01 4.16470e+01 3.65467e-02 1.32676e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2465.00000000 
0.00000e+00 4.94000e-02 5.73175e+01 4.16606e+01 3.65462e-02 1.32721e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2470.00000000 
0.00000e+00 4.95000e-02 5.73213e+01 4.16740e+01 3.65457e-02 1.32765e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2475.00000000 
0.00000e+00 4.96000e-02 5.73251e+01 4.16875e+01 3.65453e-02 1.32810e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2480.00000000 
0.00000e+00 4.97000e-02 5.73290e+01 4.17008e+01 3.65448e-02 1.32854e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2485.00000000 
0.00000e+00 4.98000e-02 5.73329e+01 4.17141e+01 3.65444e-02 1.32898e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2490.00000000 
0.00000e+00 4.99000e-02 5.73369e+01 4.17274e+01 3.65441e-02 1.32941e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2495.00000000 
0.00000e+00 5.00000e-02 5.73409e+01 4.17406e+01 3.65437e-02 1.32984e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2500.00000000 
0.00000e+00 5.01000e-02 5.73450e+01 4.17537e+01 3.65434e-02 1.33027e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2505.00000000 
0.00000e+00 5.02000e-02 5.73491e+01 4.17667e+01 3.65432e-02 1.33070e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2510.00000000 
0.00000e+00 5.03000e-02 5.73532e+01 4.17797e+01 3.65429e-02 1.33112e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2515.00000000 
0.00000e+00 5.04000e-02 5.73574e+01 4.17926e+01 3.65427e-02 1.33154e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2520.00000000 
0.00000e+00 5.05000e-02 5.73617e+01 4.18055e+01 3.65425e-02 1.33196e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2525.00000000 
0.00000e+00 5.06000e-02 5.73659e+01 4.18183e+01 3.65423e-02 1.33237e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2530.00000000 
0.00000e+00 5.07000e-02 5.73703e+01 4.18310e+01 3.65422e-02 1.33278e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2535.00000000 
0.00000e+00 5.08000e-02 5.73746e+01 4.18437e+01 3.65420e-02 1.33319e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2540.00000000 
0.00000e+00 5.09000e-02 5.73790e+01 4.18563e+01 3.65420e-02 1.33359e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2545.00000000 
0.00000e+00 5.10000e-02 5.73834e+01 4.18689e+01 3.65419e-02 1.33400e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2550.00000000 
0.00000e+00 5.11000e-02 5.73879e+01 4.18814e+01 3.65418e-02 1.33440e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2555.00000000 
0.00000e+00 5.12000e-02 5.73924e+01 4.18938e+01 3.65418e-02 1.33479e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2560.00000000 
0.00000e+00 5.13000e-02 5.73969e+01 4.19062e+01 3.65418e-02 1.33519e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2565.00000000 
0.00000e+00 5.14000e-02 5.74015e+01 4.19185e+01 3.65419e-02 1.33558e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2570.00000000 
0.00000e+00 5.15000e-02 5.74061e+01 4.19307e+01 3.65419e-02 1.33597e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2575.00000000 
0.00000e+00 5.16000e-02 5.74108e+01 4.19429e+01 3.65420e-02 1.33635e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2580.00000000 
0.00000e+00 5.17000e-02 5.74155e+01 4.19551e+01 3.65421e-02 1.33673e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2585.00000000 
0.00000e+00 5.18000e-02 5.74202e+01 4.19671e+01 3.65422e-02 1.33711e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2590.00000000 
0.00000e+00 5.19000e-02 5.74249e+01 4.19792e+01 3.65424e-02 1.33749e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2595.00000000 
0.00000e+00 5.20000e-02 5.74297e+01 4.19911e+01 3.65426e-02 1.33786e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2600.00000000 
0.00000e+00 5.21000e-02 5.74345e+01 4.20030e+01 3.65428e-02 1.33824e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2605.00000000 
0.00000e+00 5.22000e-02 5.74394e+01 4.20148e+01 3.65430e-02 1.33860e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2610.00000000 
0.00000e+00 5.23000e-02 5.74443e+01 4.20266e+01 3.65432e-02 1.33897e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2615.00000000 
0.00000e+00 5.24000e-02 5.74492e+01 4.20383e+01 3.65435e-02 1.33933e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2620.00000000 
0.00000e+00 5.25000e-02 5.74541e+01 4.20500e+01 3.65438e-02 1.33969e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2625.00000000 
0.00000e+00 5.26000e-02 5.74591e+01 4.20616e+01 3.65441e-02 1.34005e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2630.00000000 
0.00000e+00 5.27000e-02 5.74641e+01 4.20732e+01 3.65445e-02 1.34041e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2635.00000000 
0.00000e+00 5.28000e-02 5.74691e+01 4.20846e+01 3.65448e-02 1.34076e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2640.00000000 
0.00000e+00 5.29000e-02 5.74742e+01 4.20961e+01 3.65452e-02 1.34111e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2645.00000000 
0.00000e+00 5.30000e-02 5.74793e+01 4.21074e+01 3.65456e-02 1.34146e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2650.00000000 
0.00000e+00 5.31000e-02 5.74844e+01 4.21188e+01 3.65460e-02 1.34180e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2655.00000000 
0.00000e+00 5.32000e-02 5.74895e+01 4.21300e+01 3.65465e-02 1.34215e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2660.00000000 
0.00000e+00 5.33000e-02 5.74947e+01 4.21412e+01 3.65469e-02 1.34249e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2665.00000000 
0.00000e+00 5.34000e-02 5.74999e+01 4.21524e+01 3.65474e-02 1.34282e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2670.00000000 
0.00000e+00 5.35000e-02 5.75052e+01 4.21635e+01 3.65479e-02 1.34316e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2675.00000000 
0.00000e+00 5.36000e-02 5.75104e+01 4.21745e+01 3.65484e-02 1.34349e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2680.00000000 
0.00000e+00 5.37000e-02 5.75157e+01 4.21855e+01 3.65490e-02 1.34382e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2685.00000000 
0.00000e+00 5.38000e-02 5.75210e+01 4.21964e+01 3.65495e-02 1.34415e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2690.00000000 
0.00000e+00 5.39000e-02 5.75263e+01 4.22072e+01 3.65501e-02 1.34447e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2695.00000000 
0.00000e+00 5.40000e-02 5.75317e+01 4.22181e+01 3.65507e-02 1.34479e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2700.00000000 
0.00000e+00 5.41000e-02 5.75371e+01 4.22288e+01 3.65513e-02 1.34511e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2705.00000000 
0.00000e+00 5.42000e-02 5.75425e+01 4.22395e+01 3.65520e-02 1.34543e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2710.00000000 
0.00000e+00 5.43000e-02 5.75479e+01 4.22502e+01 3.65526e-02 1.34574e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2715.00000000 
0.00000e+00 5.44000e-02 5.75533e+01 4.22607e+01 3.65533e-02 1.34606e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2720.00000000 
0.00000e+00 5.45000e-02 5.75588e+01 4.22713e+01 3.65540e-02 1.34637e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2725.00000000 
0.00000e+00 5.46000e-02 5.75643e+01 4.22818e+01 3.65547e-02 1.34667e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2730.00000000 
0.00000e+00 5.47000e-02 5.75698e+01 4.22922e+01 3.65554e-02 1.34698e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2735.00000000 
0.00000e+00 5.48000e-02 5.75753e+01 4.23026e+01 3.65562e-02 1.34728e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2740.00000000 
0.00000e+00 5.49000e-02 5.75809e+01 4.23129e+01 3.65569e-02 1.34758e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2745.00000000 
0.00000e+00 5.50000e-02 5.75865e+01 4.23231e+01 3.65577e-02 1.34788e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2750.00000000 
0.00000e+00 5.51000e-02 5.75921e+01 4.23333e+01 3.65585e-02 1.34818e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2755.00000000 
0.00000e+00 5.52000e-02 5.75977e+01 4.23435e+01 3.65593e-02 1.34847e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2760.00000000 
0.00000e+00 5.53000e-02 5.76033e+01 4.23536e+01 3.65602e-02 1.34876e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2765.00000000 
0.00000e+00 5.54000e-02 5.76090e+01 4.23637e+01 3.65610e-02 1.34905e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2770.00000000 
0.00000e+00 5.55000e-02 5.76146e+01 4.23737e+01 3.65619e-02 1.34933e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2775.00000000 
0.00000e+00 5.56000e-02 5.76203e+01 4.23836e+01 3.65627e-02 1.34962e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2780.00000000 
0.00000e+00 5.57000e-02 5.76260e+01 4.23935e+01 3.65636e-02 1.34990e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2785.00000000 
0.00000e+00 5.58000e-02 5.76318e+01 4.24033e+01 3.65646e-02 1.35018e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2790.00000000 
0.00000e+00 5.59000e-02 5.76375e+01 4.24131e+01 3.65655e-02 1.35046e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2795.00000000 
0.00000e+00 5.60000e-02 5.76433e+01 4.24229e+01 3.65664e-02 1.35073e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2800.00000000 
0.00000e+00 5.61000e-02 5.76490e+01 4.24325e+01 3.65674e-02 1.35101e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2805.00000000 
0.00000e+00 5.62000e-02 5.76548e+01 4.24422e+01 3.65684e-02 1.35128e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2810.00000000 
0.00000e+00 5.63000e-02 5.76606e+01 4.24518e+01 3.65693e-02 1.35154e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2815.00000000 
0.00000e+00 5.64000e-02 5.76665e+01 4.24613e+01 3.65703e-02 1.35181e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2820.00000000 
0.00000e+00 5.65000e-02 5.76723e+01 4.24708e+01 3.65714e-02 1.35207e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2825.00000000 
0.00000e+00 5.66000e-02 5.76782e+01 4.24802e+01 3.65724e-02 1.35234e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2830.00000000 
0.00000e+00 5.67000e-02 5.76840e+01 4.24896e+01 3.65734e-02 1.35260e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2835.00000000 
0.00000e+00 5.68000e-02 5.76899e+01 4.24989e+01 3.65745e-02 1.35285e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2840.00000000 
0.00000e+00 5.69000e-02 5.76958e+01 4.25082e+01 3.65756e-02 1.35311e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2845.00000000 
0.00000e+00 5.70000e-02 5.77017e+01 4.25174e+01 3.65767e-02 1.35336e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2850.00000000 
0.00000e+00 5.71000e-02 5.77076e+01 4.25266e+01 3.65778e-02 1.35361e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2855.00000000 
0.00000e+00 5.72000e-02 5.77136e+01 4.25357e+01 3.65789e-02 1.35386e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2860.00000000 
0.00000e+00 5.73000e-02 5.77195e+01 4.25448e+01 3.65800e-02 1.35411e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2865.00000000 
0.00000e+00 5.74000e-02 5.77255e+01 4.25538e+01 3.65811e-02 1.35436e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2870.00000000 
0.00000e+00 5.75000e-02 5.77314e+01 4.25628e+01 3.65823e-02 1.35460e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2875.00000000 
0.00000e+00 5.76000e-02 5.77374e+01 4.25717e+01 3.65835e-02 1.35484e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2880.00000000 
0.00000e+00 5.77000e-02 5.77434e+01 4.25806e+01 3.65846e-02 1.35508e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2885.00000000 
0.00000e+00 5.78000e-02 5.77494e+01 4.25894e+01 3.65858e-02 1.35531e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2890.00000000 
0.00000e+00 5.79000e-02 5.77554e+01 4.25982e+01 3.65870e-02 1.35555e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2895.00000000 
0.00000e+00 5.80000e-02 5.77615e+01 4.26070e+01 3.65883e-02 1.35578e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2900.00000000 
0.00000e+00 5.81000e-02 5.77675e+01 4.26156e+01 3.65895e-02 1.35601e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2905.00000000 
0.00000e+00 5.82000e-02 5.77735e+01 4.26243e+01 3.65907e-02 1.35624e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2910.00000000 
0.00000e+00 5.83000e-02 5.77796e+01 4.26329e+01 3.65920e-02 1.35647e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2915.00000000 
0.00000e+00 5.84000e-02 5.77856e+01 4.26414e+01 3.65932e-02 1.35669e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2920.00000000 
0.00000e+00 5.85000e-02 5.77917e+01 4.26499e+01 3.65945e-02 1.35692e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2925.00000000 
0.00000e+00 5.86000e-02 5.77978e+01 4.26583e+01 3.65958e-02 1.35714e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2930.00000000 
0.00000e+00 5.87000e-02 5.78039e+01 4.26667e+01 3.65971e-02 1.35736e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2935.00000000 
0.00000e+00 5.88000e-02 5.78100e+01 4.26751e+01 3.65984e-02 1.35757e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2940.00000000 
0.00000e+00 5.89000e-02 5.78161e+01 4.26834e+01 3.65997e-02 1.35779e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2945.00000000 
0.00000e+00 5.90000e-02 5.78222e+01 4.26917e+01 3.66010e-02 1.35800e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2950.00000000 
0.00000e+00 5.91000e-02 5.78283e+01 4.26999e+01 3.66024e-02 1.35821e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2955.00000000 
0.00000e+00 5.92000e-02 5.78344e+01 4.27080e+01 3.66037e-02 1.35842e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2960.00000000 
0.00000e+00 5.93000e-02 5.78406e+01 4.27162e+01 3.66051e-02 1.35863e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2965.00000000 
0.00000e+00 5.94000e-02 5.78467e+01 4.27242e+01 3.66065e-02 1.35884e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2970.00000000 
0.00000e+00 5.95000e-02 5.78528e+01 4.27323e+01 3.66078e-02 1.35904e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2975.00000000 
0.00000e+00 5.96000e-02 5.78590e+01 4.27402e+01 3.66092e-02 1.35924e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2980.00000000 
0.00000e+00 5.97000e-02 5.78651e+01 4.27482e+01 3.66106e-02 1.35944e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2985.00000000 
0.00000e+00 5.98000e-02 5.78713e+01 4.27561e+01 3.66120e-02 1.35964e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2990.00000000 
0.00000e+00 5.99000e-02 5.78775e+01 4.27639e+01 3.66135e-02 1.35984e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 2995.00000000 
0.00000e+00 6.00000e-02 5.78836e+01 4.27717e+01 3.66149e-02 1.36003e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3000.00000000 
0.00000e+00 6.01000e-02 5.78898e+01 4.27795e+01 3.66163e-02 1.36023e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3005.00000000 
0.00000e+00 6.02000e-02 5.78960e+01 4.27872e+01 3.66178e-02 1.36042e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3010.00000000 
0.00000e+00 6.03000e-02 5.79022e+01 4.27948e+01 3.66192e-02 1.36061e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3015.00000000 
0.00000e+00 6.04000e-02 5.79083e+01 4.28025e+01 3.66207e-02 1.36079e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3020.00000000 
0.00000e+00 6.05000e-02 5.79145e+01 4.28100e+01 3.66221e-02 1.36098e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3025.00000000 
0.00000e+00 6.06000e-02 5.79207e+01 4.28176e+01 3.66236e-02 1.36117e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3030.00000000 
0.00000e+00 6.07000e-02 5.79269e+01 4.28251e+01 3.66251e-02 1.36135e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3035.00000000 
0.00000e+00 6.08000e-02 5.79331e+01 4.28325e+01 3.66266e-02 1.36153e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3040.00000000 
0.00000e+00 6.09000e-02 5.79393e+01 4.28399e+01 3.66281e-02 1.36171e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3045.00000000 
0.00000e+00 6.10000e-02 5.79455e+01 4.28473e+01 3.66296e-02 1.36189e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3050.00000000 
0.00000e+00 6.11000e-02 5.79517e+01 4.28546e+01 3.66311e-02 1.36206e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3055.00000000 
0.00000e+00 6.12000e-02 5.79579e+01 4.28618e+01 3.66327e-02 1.36224e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3060.00000000 
0.00000e+00 6.13000e-02 5.79641e+01 4.28691e+01 3.66342e-02 1.36241e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3065.00000000 
0.00000e+00 6.14000e-02 5.79703e+01 4.28763e+01 3.66358e-02 1.36258e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3070.00000000 
0.00000e+00 6.15000e-02 5.79766e+01 4.28834e+01 3.66373e-02 1.36275e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3075.00000000 
0.00000e+00 6.16000e-02 5.79828e+01 4.28905e+01 3.66389e-02 1.36292e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3080.00000000 
0.00000e+00 6.17000e-02 5.79890e+01 4.28976e+01 3.66404e-02 1.36308e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3085.00000000 
0.00000e+00 6.18000e-02 5.79952e+01 4.29046e+01 3.66420e-02 1.36325e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3090.00000000 
0.00000e+00 6.19000e-02 5.80014e+01 4.29116e+01 3.66436e-02 1.36341e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3095.00000000 
0.00000e+00 6.20000e-02 5.80076e+01 4.29185e+01 3.66452e-02 1.36357e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3100.00000000 
0.00000e+00 6.21000e-02 5.80138e+01 4.29254e+01 3.66467e-02 1.36373e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3105.00000000 
0.00000e+00 6.22000e-02 5.80200e+01 4.29322e+01 3.66483e-02 1.36389e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3110.00000000 
0.00000e+00 6.23000e-02 5.80263e+01 4.29390e+01 3.66500e-02 1.36404e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3115.00000000 
0.00000e+00 6.24000e-02 5.80325e+01 4.29458e+01 3.66516e-02 1.36420e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3120.00000000 
0.00000e+00 6.25000e-02 5.80387e+01 4.29525e+01 3.66532e-02 1.36435e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3125.00000000 
0.00000e+00 6.26000e-02 5.80449e+01 4.29592e+01 3.66548e-02 1.36450e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3130.00000000 
0.00000e+00 6.27000e-02 5.80511e+01 4.29659e+01 3.66564e-02 1.36465e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3135.00000000 
0.00000e+00 6.28000e-02 5.80573e+01 4.29725e+01 3.66581e-02 1.36480e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3140.00000000 
0.00000e+00 6.29000e-02 5.80635e+01 4.29790e+01 3.66597e-02 1.36495e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3145.00000000 
0.00000e+00 6.30000e-02 5.80697e+01 4.29855e+01 3.66613e-02 1.36510e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3150.00000000 
0.00000e+00 6.31000e-02 5.80759e+01 4.29920e+01 3.66630e-02 1.36524e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3155.00000000 
0.00000e+00 6.32000e-02 5.80821e+01 4.29985e+01 3.66647e-02 1.36538e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3160.00000000 
0.00000e+00 6.33000e-02 5.80883e+01 4.30049e+01 3.66663e-02 1.36553e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3165.00000000 
0.00000e+00 6.34000e-02 5.80945e+01 4.30112e+01 3.66680e-02 1.36566e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3170.00000000 
0.00000e+00 6.35000e-02 5.81007e+01 4.30176e+01 3.66697e-02 1.36580e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3175.00000000 
0.00000e+00 6.36000e-02 5.81069e+01 4.30238e+01 3.66713e-02 1.36594e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3180.00000000 
0.00000e+00 6.37000e-02 5.81130e+01 4.30301e+01 3.66730e-02 1.36608e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3185.00000000 
0.00000e+00 6.38000e-02 5.81192e+01 4.30363e+01 3.66747e-02 1.36621e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3190.00000000 
0.00000e+00 6.39000e-02 5.81254e+01 4.30425e+01 3.66764e-02 1.36634e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3195.00000000 
0.00000e+00 6.40000e-02 5.81316e+01 4.30486e+01 3.66781e-02 1.36647e-02 1.26491e-03 0.00000e+00 3.03444e-02 4.23000e-01 3200.00000000 
